 RJ Barrett 2019-20 Panini Prizm Draft Pick Silver 2019 Rookie RC Card #66 PSA 10, 99.00
 2018-19 Select Premier Level Silver Prizm Rookie SHAI GILGEOUS-ALEXANDER Psa 10, 99.99
 2018 Panini Prizm Rookie Introduction Silver Prizm Lamar Jackson PSA 10 GEM MT, 80.00
 Luka Doncic Rookie Card 2018-19 Panini Prizm Silver Mosaic #68 Mavericks PSA 10, 327.00
Collin Sexton 2018 Panini Prizm Silver Prizm #170 PSA 10 Rookie card, 200.00
 19-20 SELECT ZION WILLIAMSON PREMIER SCOPE SILVER PRIZM BGS 9.5 PSA 10? GEM MINT, 999.99
 2018-19 Panini Prizm 170 COLLIN SEXTON Rookie Silver Prizm PSA 10 GEM MINT SP, 199.99
 2018-19 Panini Prizm Collin Sexton Silver Prizm RC PSA 10 Cleveland Cavaliers, 159.99
 2019-20 PANINI PRIZM LEBRON JAMES #129 SILVER PRIZM SP LAKERS BGS 10? PSA 10?, 151.50
 2018-19 Panini Prizm Silver #78 Trae Young Hawks RC Rookie PSA 10 GEM MINT, 559.00
 TRAE YOUNG 2018-19 SILVER PRIZM RC PSA 10 HAWKS, 590.00
 DAK PRESCOTT 2016 PANINI PRIZM #231 RC ROOKIE SILVER PRIZMS SP PSA 10 GEM MINT, 144.99
 2019-20 Panini Prizm De’Andre Hunter Rookie Silver Refractor PSA 10 Hawks, 124.99
 2018-19 Panini Prizm Silver Landry Shamet RC #199 PSA 10 GEM MT LA Clippers , 69.95
 2017 Panini Prizm Frank Jackson SILVER PRIZM ROOKIE RC #125 PSA 10 GEM MINT, 26.99
 2017-18 Panini Prizm Thomas Bryant Silver Rookie Refractor Psa 10 Lot Of 2, 70.00
 2018-19 Panini Prizm Silver Emergent Trae Young Rookie RC #5  PSA 10  Pop 14 ! , 76.15
 Mitchell Robinson 2018-19 Prizm Silver Rookie RC SP #227 PSA 10 Knicks, 117.36
 TRAE YOUNG 2018 PRIZM (MOSAIC) REFRACTOR SILVER RC ROOKIE PSA 10, 159.99
 TRAE YOUNG 2018-19 Panini Rookie Silver Prizm RC 🔥🔥 PSA 10?, 177.50
 2019-20 PANINI PRIZM TYLER HERRO #259 SILVER PRIZMS RC ROOKIE PSA 10 GEM MINT, 249.95
 2018 Panini Prizm Silver Rookie Introduction Lamar Jackson Ravens RC PSA 10, 149.00
 BAKER MAYFIELD 2018 PANINI PRIZM SILVER AUTO RC PSA 10 GEM MINT, 489.99
 2018-19 Panini Prizm Silver #280 Luka Doncic Mavericks RC Rookie PSA 10 GEM MINT, 1475.00
 CHRISTIAN MCCAFFREY 2017 PANINI PRIZM #249 ROOKIE SILVER PRIZMS PSA 10 GEM MINT, 92.00
 2018-19 Panini Prizm Silver #170 Collin Sexton Cavalries RC Rookie PSA 10 #1, 115.50
 2018-19 Panini Prizm Silver #170 Collin Sexton Cavalries RC Rookie PSA 10 #2, 102.50
 2018-19 Select Prizms Silver #45 Trae Young Rookie PSA 10 Gem Mint RC, 255.00
 2016 PRIZM DAK PRESCOTT RC ROOKIE PRIZM SILVER PSA 10 GEM MINT COWBOYS , 115.06
 2018 Panini Silver Prizm #22 Kostas Antetokounmpo RC Rookie PSA 10, 41.00
 2018 Panini Silver Prizm #213 Troy Brown Jr RC Rookie PSA 10 GEM MINT, 41.00
 2018 Panini Select Silver Prizm Deandre Ayton RC Rookie PSA 10 GEM MINT, 51.00
 2017 Panini Select Silver Prizm Mitchell Trubisky RC Rookie PSA 10 GEM MINT, 18.00
 2017 Panini Prizm Silver #279 Deshaun Watson Texans RC Rookie PSA 10 GEM MINT, 172.50
 2017 Panini Prizm Christian McCaffrey Rookie Silver Prizm Graded PSA 10 GEM MINT, 84.99
 2013-14 PRIZM VICTOR OLADIPO RC ROOKIE PRIZM SILVER BGS 9.5 PSA 10 9.5 10 10 9.5, 190.50
 2018 Panini Silver Prizm #227 Mitchell Robinson Refractor Rookie Card PSA 10, 69.99
 2019 Panini Silver Prizm #73 Rui Hachimura Gonzaga RC Rookie PSA 10 GEM MINT, 15.50
 2017-18 Panini Prizm Silver #171 Luke Kennard Detroit Pistons RC Rookie PSA 10, 23.39
 2018 Panini Silver Prizm #22 Kostas Antetokounmpo RC Rookie PSA 10, 38.50
 2018-19 Panini Prizm Silver Prizm Rookie Devonte Graham RC SP PSA 10 Gem Mint, 97.00
 Wayne Gallman RC 2017 Panini Prizm Rookie Silver REFRACTOR PSA 10 Gem Mint, 20.99
 JA MORANT 2019-20 PRIZM INSTANT IMPACT SILVER PRIZM RC #12 GEM MINT PSA 10, 99.00
 2019 Panini Silver Prizm #279 Eric Paschall Warriors RC Rookie PSA 10 GEM MINT, 89.00
 DEANDRE AYTON RC 2018 PANINI PRIZM #279 SILVER PRIZM ROOKIE SUNS PSA 10 GEM MINT, 115.49
 ANFERNEE SIMONS RC 2018-19 PANINI PRIZM #61 SILVER PRIZMS ROOKIE PSA 10 GEM MINT, 48.00
 2018-19 Prizm Trae Young Silver Prizms Rookie RC PSA 10 GEM MINT Hawks BB, 560.00
 2018-19 PRIZM DEANDRE AYTON RC ROOKIE SILVER PRIZM PSA 10 GEM MINT SUNS RARE, 113.50
 DENNIS SMITH JR 2017/18 PANINI PRIZM #99 PSA 10 GEM ROOKIE SILVER PRIZMS WU3492, 28.79
 2019 Panini Silver Prizm #260 Romeo Langford Celtics RC Rookie PSA 10 GEM MINT, 56.00
 2014 Panini Prizm Derek Carr RC 2 Hands/Ball Silver Raiders PSA 10 GEM MINT, 54.00
 2013 Silver Prizm AARON JUDGE RC | Psa 10 GEM MT | Yankees, 89.99
 2019-20 Prizm Jordan Poole Silver Prizms Rookie RC PSA 10 GEM MINT Warriors DR, 69.00
 2018 Panini Silver Prizm #227 Mitchell Robinson NY Knicks RC PSA 10 GEM MINT, 99.99
Mitchell Trubisky 2017 Panini Prizm Silver PSA 10 Gem Mint Rookie #209 RC Bears, 21.18
 2019 PANINI PRIZM ZION WILLIAMSON #248 SILVER PRIZM PSA 10 GEM MINT RC, 1951.00
 Allonzo Trier 2018 Panini Prizm SILVER PSA 10 #209 RC Knicks, 25.99
 MICHAEL PORTER JR. 2018-19 Panini Prizm Rookie RC Silver PSA 10 GEM MINT, 189.00
 2018-19 Select LUKA DONCIC Premier Level Silver PSA 10 Prizm Refractor RC Rookie, 544.95
 CAM REDDISH 2019 PANINI PRIZM DRAFT PICKS SILVER PARALLEL RC #74 PSA 10 GEM MT, 30.00
 2019-20 Prizm TYLER HERRO Rookie PENMANSHIP SILVER PRISM AUTO PSA 10 Gem Mint, 202.50
 2018 Panini Prizm Silver Lamar Jackson Rookie Introductions RC PSA 10, 119.99
 2017-18 Panini Prizm Silver Mosaic Lauri Markkanen ROOKIE RC #9 PSA 10 GEM MINT, 35.00
 🔥🔥Ja Morant 2019-20 Panini Silver Prizm #249 Rookie Card RC PSA 10???, 300.00
 Donovan Mitchell 2017 Panini Prizm Emergent SILVER Rookie RC - PSA 10 Gem Mint, 44.98
 JAYLEN BROWN 2016/17 PANINI PRIZM #44 RC ROOKIE SILVER PRIZMS SP PSA 10 GEM MINT, 349.00
 MARVIN BAGLEY 2018/19 PANINI PRIZM #181 ROOKIE SILVER PRIZMS SP PSA 10 GEM MINT, 91.01
 2018 Panini Prizm Luka Doncic SILVER #280 ROOKIE RC PSA 10 Gem Mint, 1599.99
 2018-19 Panini Prizm Silver #181 Marvin Bagley III Kings RC Rookie PSA 10 , 100.00
 2018-19 prizm Miles Bridges Rookie silver Psa 10, 72.00
 2018 Panini Select Snapshots Baker Mayfield Silver Prizm RC PSA 10 Gem Mint 💎💎, 55.00
 2018-19 Panini Prizm Trae Young RC Silver Holo PSA 10 GEM MINT Refractor Rookie, 515.00
 2018 Panini Prizm Luka Doncic Emergent Silver Prizm Rookie Card PSA 10, 59.99
 DEVONTE GRAHAM 2018 PRIZM SILVER REFRACTOR RC ROOKIE #288 PSA 10 GEM MINT HORNET, 119.99
 2018-19 Panini Prizm Silver Luka Doncic Mavericks RC Rookie AUTO PSA 10 RARE, 3500.00
 COBY WHITE 2019-20 Prizm Draft Picks SILVER PRIZM card #8 PSA 10 Gem Mint Bulls, 59.99
 2015 Topps Chrome Refractor &Prizm Silver Todd GURLEY Psa 10 Rookie, 99.00
 2019 Panini Silver Prizm Matisse Thybulle 76ers RC Rookie PSA 10 GEM MINT, 95.00
 2018 Select Silver Prizms Calvin Ridley ROOKIE RC #57 PSA 10 GEM MINT (PWCC), 10.50
 2017 Panini Select Silver Prizm Kyle Kuzma RC Rookie PSA 10 GEM MINT, 37.00
 2019 Panini Prizm Silver Emergent RJ Barrett New York Knicks RC Rookie PSA 10, 40.00
 2015 Panini Silver Prizm Richaun Holmes RC Rookie PSA 10 GEM MINT, 13.27
 2017 Panini Silver Prizm Emergent Lonzo Ball RC Rookie PSA 10 GEM MINT, 19.50
 2019-20 Panini Prizm Silver Emergent #5 Tyler Herro Heat RC Rookie PSA 10, 12.50
 2014 Panini Prizm Derek Carr Facing Right SILVER PRIZM #257 PSA 10 Gem Mint, 39.99
 MARVIN BAGLEY 2018/19 PANINI PRIZM #181 ROOKIE SILVER PRIZMS SP PSA 10 GEM MINT, 93.00
 2019-20 Panini Prizm Silver #255 Rui Hachimura Wizards RC Rookie PSA 10 GEM MINT, 179.99
 2018-19 Panini Prizm Silver #78 Trae Young Hawks RC Rookie PSA 10 GEM MINT, 511.00
 2019-20 Panini Prizm Silver #255 Rui Hachimura Wizards RC Rookie PSA 10 GEM MINT, 211.00
 2017-18 Panini Prizm Silver #16 Jayson Tatum Celtics RC Rookie PSA 10 GEM MINT, 815.00
 2019 Panini Optic Contenders Josh Jacobs Silver Prizm RC Auto SP Raiders PSA 10?, 85.00
 Ja Morant Silver Prizms BGS 9.5 2019-20 Panini Prizm PSA 10? Memphis Grizzlies, 364.00
 2018 Panini Prizm Silver Prizms Kevin Knox ROOKIE RC #217 PSA 10 GEM MINT Knicks, 34.99
 2018-19 Panini Prizm Silver #32 Michael Porter Jr. Nuggets RC Rookie PSA 10, 155.00
 2018-19 Panini Prizm Silver #66 Jaren Jackson Jr. Grizzlies RC Rookie PSA 10, 155.00
 2018-19 Panini Prizm Lonnie Walker Silver Prizm Rookie PSA 10! Spurs, 58.00
 2007 Playoff NFL Silver Prizm Patrick Willis ROOKIE PATCH AUTO /25 PSA 10 (PWCC), 107.50
 JAYSON TATUM 2017 PRIZM SILVER REFRACTORS ROOKIE RC PSA 10 GEM MINT HOT, 796.00
 Trae Young PSA 10 2018-19 Panini Prizm Freshman Phenoms Silver Rookie RC Hawks, 44.00
 🔥2019-20 Panini Prizm JA MORANT SILVER Prizm RC BGS 9.5 GEM MINT PSA 10 ? 🔥, 400.33
 2018-19 Panini Prizm Silver #80 Wendell Carter Jr. Bulls RC Rookie PSA 10, 37.00
 2018-19 Panini Prizm Silver #227 Mitchell Robinson Knicks RC Rookie PSA 10 , 52.00
 2017 PANINI PRIZM SILVER REFRACTOR #283 KYLE KUZMA RC PSA 10 GEM MINT, 117.77
 Kevin Durant Warriors 2017-18 Panini Select Silver Prizm Card #44 PSA 10, 40.00
2016-17 Panini Select Mezzanine Silver Prizm Romelu Lukaku #114 Rookie PSA 10, 19.99
 2019 Panini Prizm NBA Bol Bol PINK + RED ICE  SILVER PRIZM  +BASE PSA10? Lot 4, 45.00
 2017 Prizm~CHRIS GODWIN #243 RC~Tampa Bay Buccaneers~Rookie Silver Prizms PSA 10, 75.00
 DAK PRESCOTT PANINI Silver Prizm ROOKIE PSA 10, 129.99
 2017 Panini Prizm Silver #117 Donovan Mitchell PSA 10 GEM MT RC Jazz, 299.00
 Trae Young PSA 10 2018-19 Panini Prizm Freshman Phenoms Silver Rookie RC Hawks, 36.00
 2017-18 Panini Prizm Silver #117 Donovan Mitchell PSA 10 GEM MT RC Jazz, 299.99
